Name,Card Type,Code,Color,Trait,Level,Cost,AP,HP,Link Requirement,Command Pilot/Pilot Name,Unit Link (Pilot/Trait),Link Description,Pair Effect,Pair Description,Repair,Breach,Support,High Maneuver,Destroyed Effect,Deploy Effect,Rest Effect,First Strike Effect,Ping Effect,Token/Unit Generation,Resource Generation,Cost Reduction Effect,Set Unit/Base As Active,Active Enemy Target Effect,Draw Card Effect,Recover Effect,AP(+) Effect,AP(-) Effect,HP(+) Effect,AP Reduction Prevention,Damage Prevention Effect,Force Target Priority,Bounce Effect,Blocker,Effect Description
Penelope (Middle Form) | RX-104FF,Unit,GD03-006,Blue,(Earth Federation),6,5,4,4,Yes,None,Lane Aim,None,No,None,0,0,0,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Deploy] Choose 1 to 2 enemy Units with 3 or less HP. Rest them.
,,GD03-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Armor Unicorn Gundam (Destroy Mode),Unit,GD03-010,Blue,(Civilian),8,6,6,6,Yes,None,Banagher Links,None,No,None,3,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
,,GD03-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baund Doc | NRD-055,Unit,GD03-015,Blue,(Titans),6,5,4,5,Yes,None,Jerid Messa,None,No,None,0,4*,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Activate Main] [Once per Turn] Exile 3 (Titans) cards from your trash: This Unit gains <Breach 4>
Full Armor Unicorn Gundam (Unicorn Mode),Unit,GD03-016,Blue,(Civilian),5,3,5,4,Yes,None,Banagher Links,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
,,GD03-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaku II FZ | MS-06FZ,Unit,GD03-020,Green,(Zeon)(Cyclops Team),2,2,1,2,Yes,None,Bernand Wiseman,None,Yes,"[When Paired] If there are 4 or more (Cyclops Team) cards in your trash, deploy 2 rested [Ad Balloon](Civilian)-AP0-HP1-This Unit can't be set as active or paired with a Pilot) Unit tokens. White you have a Unit with ""Ad Balloon"" in its card name in play, this Unit can't receive enemy battle damage.",0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[When Paired] If there are 4 or more (Cyclops Team) cards in your trash, deploy 2 rested [Ad Balloon](Civilian)-AP0-HP1-This Unit can't be set as active or paired with a Pilot) Unit tokens. White you have a Unit with ""Ad Balloon"" in its card name in play, this Unit can't receive enemy battle damage."
Gundam Deathsycthe Hell,Unit,GD03-021,Green,(G Team),8,7,6,5,Yes,None,Duo Maxwell,None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"[Deploy] Choose 1 of your (Operation Meteor)/(G Team) Units. During this turn, it may choose an active enemy Unit as its attack target."
Gundam Kyrios | GN-003,Unit,GD03-022,Green,(CB)(GN Drive),5,3,5,3,Yes,None,Allelujah Haptism/Hallelujah Haptism,"[During Link] During your turn, when this Units destroys an enemy Unit with battle damage, deal 1 damage to all enemy Units that are LV.3 or lower.",No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[During Link] During your turn, when this Units destroys an enemy Unit with battle damage, deal 1 damage to all enemy Units that are LV.3 or lower."
G-Bouncer | WMS-G8S,Unit,GD03-023,Green,(Earth Federation),4,3,4,3,Yes,None,Earth Federation (Trait),None,No,None,0,0,0,Yes*,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"When you place an EX Resource, choose 1 of your (AGE System) Units. It gains <High-Maneuver> during this turn."
,,GD03-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gundam Sandrock Custom | XXXG-01SR2,Unit,GD03-025,Green,(G Team),6,5,5,4,Yes,None,Quatre Raberba Winner,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Enemy Units choose one of your rested (Maganac Corps) Units as their attack target if possible when attacking.
,,GD03-026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auda's Maganac | WMS-03,Unit,GD03-028,Green,(Maganac Corps),3,2,2,3,Yes,None,Maganac Corps (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"[Attack] If you are attacking an enemy Unit, this Unit gets AP+2 during this battle."
Gundam Heavyarms Custom | XXG-01H2,Unit,GD03-029,Green,(G Team),6,5,4,5,Yes,None,Trowa Barton,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"During your turn, when this Unit destroys an enemy Unit with battle damage, deal 2 damage to all enemy Units with <Blocker>."
,,GD03-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gundam AGE-1 Flat | AGE-1F,Unit,GD03-031,Green,(Earth Federation)(AGE System),4,2,4,3,Yes,None,Asuno Family (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
,,GD03-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQuuuuuuX,Unit,GD03-034,Red,(Clan),8,7,6,5,Yes,None,Amate Yuzuriha (Machu)/Nyaan,None,No,None,0,0,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,<Suppression> [Deploy] Choose 1 enemy Unit. Deal 3 damage to it.
GFreD,Unit,GD03-035,Red,(Zeon),6,4,4,5,Yes,None,Nyaan,"[When Linked] During this turn, this Unit may choose an active enemy Unit with AP equal to or less than this Unit as its atttack target.",No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"[Activate Main] [Once per Turn] 1, exlie 1 Pilot card from your trash : Deal 1 damage to all enemy Units. [When Linked] During this turn, this Unit may choose an active anemy Unit with AP equal to or less than this Unit as its atttack target."
,,GD03-036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Gundam,Unit,GD03-039,Red,(Clan),4,2,2,4,Yes,None,Clan (Trait),None,No,None,0,0,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Deploy] Choose 1 other active friendly (Clan) Unit. Rest it. If you do, choose 1 enemy Unit with 2 or less AP. Deal 2 damage to it."
,,GD03-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patulia | MAN-003,Unit,GD03-041,Red,(SRA),7,6,5,6,Yes,None,Carris Nautilus,None,No,None,0,0,0,No,No,Yes,No,No,Yes*,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Deploy] Deal 3 damage to all Bases.
Duel Gundam (Assault Shroud) | GAT-x102,Unit,GD03-042,Red,(ZAFT),5,3,3,4,Yes,None,Yzak Jule,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"While this Unit has 5 or more AP, it may choose an active enemy Unit that is LV.5 or lower as its attack target."
,,GD03-043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daughtress Flyer | DR-6800FA,Unit,GD03-044,Red,(New UNE),3,2,2,3,No,None,None,None,No,None,0,0,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Deploy] Deploy 1 rested [Daughtress]((New UNE)-AP0-HP1) Unit token.
Balient | NR-001,Unit,GD03-045,Red,(New UNE),3,2,2,4,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"While you have a Unit token in play, this Unit gets AP+1"
,,GD03-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gundam Barbatos Lupus | ASW-G-08,Unit,GD03-050,Purple,(Tekkadan)(Gundam Frame),7,6,5,5,Yes,None,Mikazuki Augus,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Activate Main] Choose 3 (Tekkadan)/(Teiwaz) Unit cards from your trash. Exile them from the game. If you do, choose 1 enemy Unit. Deal 2 damage to it."
Gundam X,Unit,GD02-053,Purple,(Vulture),7,5,6,5,Yes,None,Garrod Ran,"[During Link]During your turn, while there are 7 or more cards in your trash, all your other (Vulture) Units get AP+2.",No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Suppression] (Damage to Shields by an attack is dealt to the first 2 cards simultaneously.)
,,GD03-052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zedas R | xxv-xvr,Unit,GD03-059,Purple,(Vagan),4,3,4,3,Yes,None,X-Rounder (Trait),None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"[Deploy] You may choose 1 (Vagan) card from your trash. Exile it from the game. If you do, choose 1 of your (Vagan) Units. It gets AP+2 during this turn."
CGS Mobile Worker (Commander Type) | TK-53,Unit,GD03-060,Purple,(Tekkadan),2,2,0,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Once per Turn] During your turn, when this Unit receives effect damage, deploy 1 rested [CGS Mobile Worked][[Tekkadan)-AP1-HP1) Unit token."
Gundam Barbatos 6th Form | ASW-G-08,Unit,GD03-061,Purple,(Tekkadan)(Gundam Frame),6,5,5,4,Yes,None,Mikazuki Augus,None,No,None,3*,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"While this Unit has 1 HP, it gains <Repair 3>"
,,GD03-062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defurse | xvm-gz,Unit,GD03-064,Purple,(UE)(Vagan),5,4,2,5,No,None,None,None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[Deploy] You may choose 1 (X-Rounder) card from your trash and add it to your hand. If you do, discard 1."
,,GD03-065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rouei | STH-05R,Unit,GD03-067,Purple,(Teiwaz)(Tekkadan),4,3,3,4,Yes,None,Teiwaz/Tekkadan (Trait),None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Deploy] You may choose 1 of your Units. Deal 1 damage to it. It gets AP+1 during this turn.
,,GD03-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom Gundam | ZFMG-Z10A,Unit,GD03-070,White,(Triple Ship Alliance),6,5,4,5,Yes,None,Kira Yamato,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,"While this Unit is rested, friendly Shields can't receive battle damage from enemy Units."
,,GD03-071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aile Strike Gundam | GAT-X104+AWM/E-X01,Unit,GD03-072,White,(Triple Ship Alliance),4,3,3,4,Yes,None,Mu La Flaga,None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,"[Deploy] If you have another (Triple Ship Alliance) UNit in play, draw 1. Then discard 1."
,,GD03-073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tieren Taozi MSJ-06-SP,Unit,GD03-074,White,(Superpower Bloc),3,2,3,1,Yes,None,Superpower Bloc (Trait),None,Yes,"[During Pair] When you have another (Superpower Bloc) Unit in play, enemy Units choose this rested Unit as their attack target if possible when attacking.",0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"[During Pair] When you have another (Superpower Bloc) Unit in play, enemy Units choose this rested Unit as their attack target if possible when attacking."
,,GD03-075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom Gundam (METEOR) | ZGMF-X10A,Unit,GD03-076,White,(Triple Ship Alliance),8,6,6,6,Yes,None,Kira Yamato,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"[Once per Turn] During your turn, when your (Triple Ship Alliance) Unit deals battle damage to an enemy Unit, you may return the enemy Unit to its owner's hand."
,,GD03-077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tieren High Mobility Type | MSJ-06II-C,Unit,GD03-078,White,(Superpower Bloc),2,2,3,1,Yes,None,Sergei Smirnov,[During Link] [Destroyed] Return the card paired with this Unit to your hand.,No,None,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[During Link] [Destroyed] Return the card paired with this Unit to your hand.
G-Defenser | FXA-05D,Unit,GD03-079,White,(AEUG),3,2,3,2,Yes,None,AEUG (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"When you rest your Base with one of your Units' effects, you may rest this Unit instead."
Gundam Kimaris Trooper (Trooper Mode) | ASW-G-66,Unit,GD03-080,White,(Gjallarhorn)(Gundarm Frame),6,4,5,4,Yes,None,Gaelio Bauduin,[When Linked] Choose 1 (Gjallarhorn) Command card from your trash. Add it to your hand.,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,[When Linked] Choose 1 (Gjallarhorn) Command card from your trash. Add it to your hand.
AEU Enact Demonstration Color | AEU-09T,Unit,GD03-081,White,(Superpower Bloc),2,1,2,1,Yes,None,Superpower Bloc (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,This Unit can only attack during a turn when one of your (Superpower Block) / (UN) Units is deployed.
,,GD03-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paptimus Scirocco,Pilot,GD03-084,Blue,(Titans)(Jupitris)(Newtype),5,1,2,2,No,Paptimus Scirocco,None,None,No,None,2,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[When Linked] Choose 1 of your other Units. it gains <Repair 2> during this turn. Then, if it is a (Jupitris) Unit, draw 1."
Christina Mackenzie,Pilot,GD03-085,Blue,(Earth Federation),3,1,1,1,No,Christina Mackenzie,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"When playing this card from your hand and pairing it with a Unit with ""Gundam NT-1"" in its card name, play this card as if it has 0 cost."
Yazan Gable,Pilot,GD03-086,Blue,(Titans),4,1,1,2,No,Yazan Gable,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Attack] Choose 1 of your (Titans) Units whose Lv. is equal to or lower than this Unit. It gets AP+1 during this turn.
Sarah Zabiarov,Pilot,GD03-087,Blue,(Titans),3,1,1,1,No,Sarah Zabiarov,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[When Linked] Choose 1 enemy Unit that is LV.3 or lower. Rest it.
,,GD03-088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard Wiseman,Pilot,GD03-089,Green,(Zeon)(Cyclops Team),2,1,0,1,No,Bernard Wiseman,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Increase this Unit's AP by an amount equal to the number of (Cyclops Team) Pilot cards/Command cards with unique names in your trash.
,,GD03-090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyaan,Pilot,GD03-092,Red,(Zeon)(Newtype),4,1,1,2,No,Nyaan,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[When Linked] Place the top card of your deck into your trash. If you placed a (Zeon)/(Clan) card with this effect, choose 1 enemy Unit. Deal 1 damage to it."
,,GD03-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azee Gurumin,Pilot,GD03-095,Purple,(Teiwaz),4,1,1,2,No,Azee Gurumin,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"[Once per Turn] When this Unit receives effect damage, choose 1 enemy Unit. It gets AP-1 during this turn."
Jamil Neate,Pilot,GD03-096,Purple,(Vulture)(Newtype),4,1,2,1,No,Jamil Neate,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[During Link] [Attack] You may discard 1. If you do, draw 1."
,,GD03-097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Sheen,Pilot,GD03-099,White,(AEUG),3,1,1,1,No,Emma Sheen,None,None,No,None,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"[During Link] [Destroyed] If a friendly white Base is in play, choose 1 enemy Unit whose Lv. is equal to or lower than this Unit. Return it to its owner's hand."
,,GD03-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Crew,Command,GD03-105,Green,None,4,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"[Main] Choose 1 friendly Unit. During this turn, it may choose an active enemy Unit that has not Pilot paired with it as its attack target."
,,GD03-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliminate Target,Command,GD03-110,Red,None,6,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Main] / [Action] Choose 1 Pilot paired with an enemy Unit that is LV.5 or lower. Destroy it.
,,GD03-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warped Intent,Command,GD03-112,Red,None,4,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"[Main] / [Action] During this turn, all Units paired with a Pilot get AP+2"
Human Karma,Command,GD03-113,Red,None,3,2,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Main] / [Action] Choose 1 active friendly Unit. Rest it. If you do, choose 1 enemy Unit whose Lv. is equal to or lower than the Unit rested with this ability. Deal 3 damage to it."
Look of Determination,Command,GD03-114,Purple,None,2,2,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Action] Choose 1 active enemy Unit that is Lv.2 or lower. Destroy it. If there are 10 or more cards in your trash, choose 1 active enemy Unit that is Lv.4 or lower instead."
,,GD03-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orga's Order,Command,GD03-117,Purple,None,3,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Main] If 1 to 4 enemy units are in play, deploy 1 [Graze Custom]((Tekkadan) - AP2 - HP2) Unit token. If 5 or more are in play, deploy 1 [Gundam Barbatos 4th Form]((Tekkadan) - AP4 - HP4) Unit token."
Awakened Potential,Command,GD03-118,White,None,4,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes*,"[Action] Choose 1 rested enemy Unit that is Lv.4 or lower. Return it to its owner's hand. Then, if there are 2 or more cards with """"Awakened Potential"" in their card name in your trash, you may choose 1 friendly Unit. It gains <Blocker> during this turn."
Awkward Approach,Command,GD03-119,White,None,3,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,"Effect: [Main] Choose 1 rested friendly Base. Set it as active. If you do, all enemy Units get AP-1 during this turn."
Immortal Colasour | Patrick Colasour,Command/Pilot,GD03-120,White,(Superpower Bloc),2,1,1,0,No,Patrick Colasour,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"[Main] During this turn, if a friendly (Superpower Block)/(UN) UNit destroys an enemy Unit with battle damage, choose 1 rested friendly (Superpower Bloc)/(UN) Unit. Set it as active. It can't attack during this turn."
Unheralded Attack | Katz Kobayashi,Command/Pilot,GD03-121,White,(AEUG)(Newtype),1,1,1,0,No,Katz Kobayashi,None,None,No,None,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Action] Choose 1 friendly Base and 1 enemy Unit with 3 or less HP. Rest them.
,,GD03-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclops Team,Base,GD03-126,Green,(Zeon)(Cyclops Team),4,1,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Deploy] Add 1 of your Shields to your hand. All friendly Unit tokens get AP+1 during your opponent's turn.
,,GD03-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GD03-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gundam | RX-78-2,Unit,ST01-001,Blue,(Earth Federation)(White Base Team),4,3,3,4,Yes,None,Amuro Ray,None,Yes,"[During Pair] During your turn, all your Units get AP+1.",2,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"[During Pair] During your turn, all your Units get AP+1."
Gundam (MA Form) | RX-78-2,Unit,ST01-002,Blue,(Earth Federation)(White Base Team),5,3,4,3,Yes,None,Amuro Ray,None,Yes,[When Paired (White Base Team) Pilot] Draw 1.,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,[When Paired (White Base Team) Pilot] Draw 1.
Guncannon | RX-77,Unit,ST01-003,Blue,(Earth Federation)(White Base Team),3,2,2,4,Yes,None,Kai Shiden,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Guntank | RX-75,Unit,ST01-004,Blue,(Earth Federation)(White Base Team),3,2,2,3,Yes,None,Hayato Koboyashi,None,No,None,0,0,0,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Deploy] Choose 1 enemy Unit with 2 or less HP. Rest it.
GM | RGM-79,Unit,ST01-005,Blue,(Earth Federation),2,1,2,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Gundam Aerial (Permet Score Six) | XVX-016,Unit,ST01-006,White,(Academy),5,4,4,4,Yes,None,Suletta Mercury,None,Yes,[When Paired] Choose 1 enemy Unit that is Lv.5 or lower. It gets AP-3 during this turn.,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,[When Paired] Choose 1 enemy Unit that is Lv.5 or lower. It gets AP-3 during this turn.
Gundam Aerial (Bit on Form) | XVX-016,Unit,ST01-007,White,(Academy),4,2,3,4,Yes,None,Suletta Mercury,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Demi Trainer | MSJ-121,Unit,ST01-008,White,(Academy),1,1,1,1,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None
